name	type	group	opc_item	writes	reads	description
RelayInReversT4	Boolean	СилКорпус / Входные переменные / Транспортеры	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.mi3DI4		MnemoControlT	Входное реле ответа пускателя транспортера в обратном направлении
RelayInReversT5	Boolean	СилКорпус / Входные переменные / Транспортеры	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.mi1DI6		MnemoControlT	Входное реле ответа пускателя транспортера в обратном направлении
RelayInReversT6	Boolean	СилКорпус / Входные переменные / Транспортеры	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.mi1DI8		MnemoControlT	Входное реле ответа пускателя транспортера в обратном направлении
RelayInReversT7	Boolean	СилКорпус / Входные переменные / Транспортеры	|var|PLC210 (Arm32bit + Linux ).Application.PLC_PRG.mi1DI10		MnemoControlT	Входное реле ответа пускателя транспортера в обратном направлении
RelayInReversT8	Boolean	СилКорпус / Входные переменные / Транспортеры			MnemoControlT	Входное реле ответа пускателя транспортера в обратном направлении
RelayInReversT9	Boolean	СилКорпус / Входные переменные / Транспортеры			MnemoControlT	Входное реле ответа пускателя транспортера в обратном направлении
RelayOutC1	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC1_OnClick,StopButtonsControl	MnemoControlC,StartButtonC1_OnClick,StopButtonC1_OnClick	Выходное реле управления аспирации
RelayOutC10	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC10_OnClick,StopButtonsControl	MnemoControlC,StartButtonC10_OnClick,StopButtonC10_OnClick	Выходное реле управления аспирации
RelayOutC11	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC11_OnClick,StopButtonsControl	MnemoControlC,StartButtonC11_OnClick,StopButtonC11_OnClick	Выходное реле управления аспирации
RelayOutC12	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC12_OnClick,StopButtonsControl	MnemoControlC,StartButtonC12_OnClick,StopButtonC12_OnClick	Выходное реле управления аспирации
RelayOutC13	Boolean	СилКорпус / Выходные переменные / Аспирация				Выходное реле управления аспирации
RelayOutC14	Boolean	СилКорпус / Выходные переменные / Аспирация				Выходное реле управления аспирации
RelayOutC2	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC2_OnClick,StopButtonsControl	MnemoControlC,StartButtonC2_OnClick,StopButtonC2_OnClick	Выходное реле управления аспирации
RelayOutC3	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC3_OnClick,StopButtonsControl	MnemoControlC,StartButtonC3_OnClick,StopButtonC3_OnClick	Выходное реле управления аспирации
RelayOutC4	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC4_OnClick,StopButtonsControl	MnemoControlC,StartButtonC4_OnClick,StopButtonC4_OnClick	Выходное реле управления аспирации
RelayOutC5	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC1a_OnClick,StopButtonsControl	MnemoControlC,StartButtonC1a_OnClick,StopButtonC1a_OnClick	Выходное реле управления аспирации
RelayOutC6	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC2a_OnClick,StopButtonsControl	MnemoControlC,StartButtonC2a_OnClick,StopButtonC2a_OnClick	Выходное реле управления аспирации
RelayOutC7	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC7_OnClick,StopButtonsControl	MnemoControlC,StartButtonC7_OnClick,StopButtonC7_OnClick	Выходное реле управления аспирации
RelayOutC8	Boolean	СилКорпус / Выходные переменные / Аспирация		AlarmStopButton_OnClick,ManualStart,MnemoControlC,StopButtonC8_OnClick,StopButtonsControl	MnemoControlC,StartButtonC8_OnClick,StopButtonC8_OnClick	Выходное реле управления аспирации
